1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	6	6	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5
0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5
0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1
0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
